Invoice_ID,Date,Customer_Name,Customer_Email,Product_Name,Category,Quantity,Unit_Price,Discount(%),Payment_Method,Store_Location,Salesperson,Total_Sales
INV1350,11/4/2025,Carmen Gray,shaunmartinez@roberts-wall.com,Chocolate-Covered Nuts,Gifts,8,22.05,15,Credit Card,Downtown,Jennifer,149.94
INV1351,1/27/2026,Christian Hutchinson,tfisher@gmail.com,Chocolate Truffles,Nuts,6,15.34,15,Cash,Airport Kiosk,Melissa,78.23
INV1352,8/12/2025,Megan Burgess,edward97@cooper-todd.com,Chocolate-Covered Nuts,Beverages,6,3.18,0,Credit Card,Mall Outlet,Kristi,19.08
INV1353,3/13/2025,Wendy Ramirez,davischristopher@fisher.com,White Chocolate Bar,Bars,5,23.45,0,Cash,Uptown,Jacob,117.25
INV1354,12/13/2025,Kelly Nichols,amanda88@mendez.com,Chocolate-Covered Nuts,Bars,8,18.01,5,Mobile Payment,Uptown,Sarah,136.88
INV1355,1/24/2026,Mrs. Monica Lopez,lauren62@yahoo.com,Dark Chocolate Bar,Nuts,1,17.72,5,Mobile Payment,Uptown,Katelyn,16.83
INV1356,3/5/2025,Kevin Santiago,raymond14@scott.net,White Chocolate Bar,Nuts,4,7.35,5,Credit Card,Downtown,Hayley,27.93
INV1357,7/26/2025,Anthony Levine,shawnrojas@nolan-thompson.com,Dark Chocolate Bar,Truffles,4,17.32,15,Cash,Uptown,Christopher,58.89
INV1358,9/24/2025,Austin Johnson,drogers@wilkins-hull.net,Hot Chocolate Mix,Beverages,3,11.36,15,Online Transfer,Downtown,Amy,28.97
INV1359,2/16/2025,Gary Mclaughlin,garnerlawrence@jones.org,Milk Chocolate Bar,Beverages,3,17.15,15,Cash,Downtown,Patricia,43.73
INV1360,4/26/2025,Robert Kelly,brownrichard@woods.com,Chocolate-Covered Nuts,Gifts,4,4.9,0,Mobile Payment,Airport Kiosk,Billy,19.6
INV1361,5/11/2025,Denise Baker,carneybelinda@gmail.com,Milk Chocolate Bar,Truffles,1,17.3,15,Mobile Payment,Uptown,Richard,14.7
INV1362,5/2/2025,Jeffery Zuniga,valerie18@warren-butler.com,Milk Chocolate Bar,Truffles,2,24.99,10,Cash,Uptown,Donald,44.98
INV1363,12/14/2025,Katherine Raymond,lori24@yahoo.com,Chocolate-Covered Nuts,Truffles,9,3.58,10,Cash,Mall Outlet,Jessica,29
INV1364,12/7/2025,David Wilson,christophercaldwell@roy.com,White Chocolate Bar,Truffles,2,24.49,5,Online Transfer,Airport Kiosk,Lindsay,46.53
INV1365,3/17/2025,Michelle Alexander,gmeyer@hotmail.com,Hot Chocolate Mix,Beverages,5,11.66,15,Online Transfer,Mall Outlet,Daniel,49.56
INV1366,4/8/2025,Jonathan Best,leepeter@gmail.com,Dark Chocolate Bar,Beverages,9,22.09,10,Cash,Airport Kiosk,Ronald,178.93
INV1367,2/7/2025,Paul Ramirez,davidpalmer@warren.biz,Chocolate Truffles,Truffles,9,20.1,5,Cash,Uptown,Jacob,171.86
INV1368,10/16/2025,Travis Singh,adamsalexa@payne.com,Dark Chocolate Bar,Gifts,8,15.26,15,Cash,Downtown,Sherry,103.77
INV1369,2/6/2026,Joel Hernandez,abond@gmail.com,Chocolate Truffles,Bars,1,19.12,0,Cash,Downtown,Lisa,19.12
INV1370,3/16/2025,Dakota Glass,edwardskenneth@gmail.com,Dark Chocolate Bar,Bars,1,22.27,10,Credit Card,Downtown,Sarah,20.04
INV1371,8/14/2025,Emily Walsh,elizabethgarcia@gmail.com,Chocolate-Covered Nuts,Gifts,9,11.59,0,Cash,Downtown,Daniel,104.31
INV1372,5/28/2025,Mrs. Michele Church DVM,robert16@gonzales.com,Hot Chocolate Mix,Truffles,8,9.86,15,Online Transfer,Downtown,Emily,67.05
INV1373,11/1/2025,Katherine Riley,suttongina@gmail.com,Chocolate Truffles,Beverages,9,17.52,10,Mobile Payment,Mall Outlet,Ryan,141.91
INV1374,10/31/2025,Rachael Robertson,amanda99@hotmail.com,Chocolate Gift Box,Bars,7,20.68,15,Credit Card,Airport Kiosk,Brian,123.05
INV1375,6/27/2025,Mr. Steven Poole,vcruz@hotmail.com,White Chocolate Bar,Nuts,3,19.65,0,Cash,Uptown,Ronald,58.95
INV1376,2/6/2026,Douglas Vaughn,buckleybrian@martinez.com,Dark Chocolate Bar,Nuts,3,20.45,10,Mobile Payment,Mall Outlet,Victoria,55.22
INV1377,12/14/2025,Brianna Williams,ariel55@escobar.com,Dark Chocolate Bar,Gifts,2,12.3,0,Credit Card,Airport Kiosk,John,24.6
INV1378,12/31/2025,Brian Barker,aaronmartin@hotmail.com,Chocolate Truffles,Truffles,5,20.9,15,Mobile Payment,Downtown,Gregory,88.82
INV1379,7/14/2025,Barry Williams,robert36@bush.info,White Chocolate Bar,Bars,3,5.2,15,Cash,Airport Kiosk,Carl,13.26
INV1380,8/9/2025,Kimberly Nguyen,mccoykeith@hotmail.com,White Chocolate Bar,Truffles,6,14.75,0,Cash,Airport Kiosk,Samuel,88.5
INV1381,2/6/2025,Jaime Sanford,carl83@yahoo.com,Chocolate-Covered Nuts,Bars,2,2.63,10,Online Transfer,Downtown,Stephen,4.73
INV1382,2/17/2025,Michael Vargas,bethgill@gmail.com,Chocolate Gift Box,Gifts,3,9.8,0,Cash,Downtown,Julie,29.4
INV1383,9/19/2025,Johnny Bailey,candiceoneill@choi.net,Chocolate-Covered Nuts,Gifts,5,10.75,15,Cash,Downtown,Christine,45.69
INV1384,1/11/2026,Mr. James Walters,tristan86@gmail.com,Chocolate-Covered Nuts,Nuts,1,11.41,0,Credit Card,Uptown,Todd,11.41
INV1385,12/24/2025,Kyle Long,mgiles@berry.com,Chocolate-Covered Nuts,Truffles,1,18.15,15,Online Transfer,Downtown,Joan,15.43
INV1386,8/18/2025,Margaret Martin,thomasmoon@gmail.com,Chocolate-Covered Nuts,Nuts,9,11.24,0,Credit Card,Uptown,Mary,101.16
INV1387,1/25/2026,Erik Wolfe,thomas28@yahoo.com,Chocolate-Covered Nuts,Truffles,7,12.6,10,Mobile Payment,Downtown,Matthew,79.38
INV1388,8/6/2025,Adam Golden,christineevans@gmail.com,Hot Chocolate Mix,Nuts,1,7.84,10,Cash,Uptown,Brian,7.06
INV1389,11/28/2025,Kristen Parks,powelljennifer@davis.com,White Chocolate Bar,Beverages,8,10.9,0,Mobile Payment,Airport Kiosk,William,87.2
INV1390,7/10/2025,James Liu,allison58@hotmail.com,Chocolate-Covered Nuts,Beverages,3,7.61,0,Credit Card,Mall Outlet,Kyle,22.83
INV1391,10/17/2025,Kevin Hobbs,cameroncruz@wu.com,White Chocolate Bar,Beverages,8,4.15,10,Cash,Airport Kiosk,Allen,29.88
INV1392,2/5/2026,Brian Nelson,owest@norris-dunn.com,White Chocolate Bar,Beverages,5,16.08,15,Cash,Airport Kiosk,Ricky,68.34
INV1393,6/11/2025,Alice Thompson,brian36@hotmail.com,Milk Chocolate Bar,Bars,1,17.53,10,Credit Card,Downtown,Meredith,15.78
INV1394,10/31/2025,Juan Roberson,sandramartin@hotmail.com,Hot Chocolate Mix,Beverages,7,16.44,15,Credit Card,Uptown,Rachel,97.82
INV1395,7/1/2025,Sandra Vincent,megan28@taylor.com,Chocolate-Covered Nuts,Gifts,5,12.93,0,Credit Card,Mall Outlet,Christopher,64.65
INV1396,12/1/2025,Shaun Galloway,shanecooke@long.com,Dark Chocolate Bar,Gifts,6,11.05,0,Credit Card,Downtown,Alyssa,66.3
INV1397,2/13/2025,Ashley Burnett,cheyenneknox@gmail.com,Chocolate Truffles,Bars,6,21.93,15,Credit Card,Downtown,Joshua,111.84
INV1398,12/27/2025,Michael Robertson,eric54@gmail.com,Chocolate Gift Box,Beverages,8,14.18,0,Cash,Downtown,Mary,113.44
INV1399,12/11/2025,Sydney Garza,rachelpage@scott.net,Dark Chocolate Bar,Beverages,9,13.28,15,Credit Card,Airport Kiosk,Catherine,101.59
INV1400,11/6/2025,April Wilcox,jane73@ochoa-murphy.net,Hot Chocolate Mix,Beverages,2,3.08,5,Cash,Uptown,Johnathan,5.85
INV1401,3/5/2025,Benjamin Klein,evelynromero@gonzales.biz,Chocolate Truffles,Nuts,9,10.18,10,Cash,Uptown,John,82.46
INV1402,3/6/2025,Nicholas Gibson,jeffreygarcia@garcia-johnson.biz,Hot Chocolate Mix,Truffles,9,11.05,5,Credit Card,Mall Outlet,Judy,94.48
INV1403,8/2/2025,Susan Haynes,pittmanvictor@yahoo.com,White Chocolate Bar,Nuts,7,11.47,15,Credit Card,Uptown,Christopher,68.25
INV1404,12/1/2025,Shelby Young,dsims@ho.biz,Chocolate Truffles,Truffles,1,15.55,10,Online Transfer,Uptown,James,14
INV1405,5/22/2025,Jeffrey Taylor DDS,tracey76@hotmail.com,White Chocolate Bar,Beverages,7,14.51,15,Cash,Downtown,Joseph,86.33
INV1406,12/8/2025,Julie Evans,joshuamcneil@salas.org,Dark Chocolate Bar,Beverages,5,16.18,10,Credit Card,Downtown,Anna,72.81
INV1407,8/27/2025,Mr. Ronald Stevens,castilloanita@yahoo.com,Dark Chocolate Bar,Nuts,6,19.71,10,Credit Card,Airport Kiosk,Brian,106.43
INV1408,8/16/2025,Brian Williams,hamiltonjustin@kim-atkins.com,Chocolate Truffles,Nuts,7,20.79,10,Credit Card,Downtown,Shannon,130.98
INV1409,7/1/2025,Yolanda Cisneros,guzmandeborah@adams-thomas.com,Chocolate Truffles,Truffles,5,18.66,10,Online Transfer,Downtown,Kenneth,83.97
INV1410,1/18/2026,Cameron Christian,rsmith@yahoo.com,Chocolate-Covered Nuts,Gifts,7,24,15,Online Transfer,Downtown,Belinda,142.8
INV1411,5/24/2025,Jesse Miller,alexavelasquez@yahoo.com,Hot Chocolate Mix,Truffles,9,2.91,10,Mobile Payment,Downtown,Jorge,23.57
INV1412,3/31/2025,Steven Caldwell,toddleach@bond-williams.org,Chocolate-Covered Nuts,Nuts,3,6.91,10,Cash,Airport Kiosk,Darrell,18.66
INV1413,1/11/2026,Christopher Garcia,charlotte68@yahoo.com,Hot Chocolate Mix,Nuts,8,2.67,5,Mobile Payment,Downtown,Mary,20.29
INV1414,9/13/2025,Tina Parker,gordonmarcus@gmail.com,Chocolate-Covered Nuts,Bars,2,17.07,0,Credit Card,Mall Outlet,Thomas,34.14
INV1415,9/13/2025,Hannah Dyer,wwilliams@jensen.info,White Chocolate Bar,Nuts,7,22.71,0,Online Transfer,Mall Outlet,Karen,158.97
INV1416,1/25/2026,Angelica Richardson,claytonroberts@blackwell-phillips.com,Chocolate Truffles,Bars,2,7.98,5,Online Transfer,Mall Outlet,Curtis,15.16
INV1417,6/7/2025,Tracy Anderson,susancohen@hotmail.com,Dark Chocolate Bar,Gifts,4,23.36,5,Mobile Payment,Mall Outlet,Emily,88.77
INV1418,8/11/2025,Tyrone Hall,nstephens@robinson-davis.com,Hot Chocolate Mix,Truffles,7,3.86,15,Online Transfer,Downtown,Brittany,22.97
INV1419,12/1/2025,Elizabeth Jones,pjoseph@thompson.com,Hot Chocolate Mix,Truffles,3,23.52,15,Credit Card,Mall Outlet,Carl,59.98
INV1420,1/30/2026,Alexa Johnson,oburns@gmail.com,Dark Chocolate Bar,Bars,2,10.41,15,Online Transfer,Downtown,David,17.7
INV1421,7/15/2025,Stephanie Edwards,ismith@yahoo.com,Chocolate-Covered Nuts,Truffles,7,4.78,5,Mobile Payment,Airport Kiosk,Lisa,31.79
INV1422,7/8/2025,Sabrina Newton,ekelly@cox-brown.net,Hot Chocolate Mix,Nuts,1,13.43,5,Credit Card,Mall Outlet,Johnny,12.76
INV1423,11/11/2025,Ryan Downs,briley@hotmail.com,Chocolate Gift Box,Beverages,8,8.28,10,Mobile Payment,Uptown,Troy,59.62
INV1424,9/24/2025,Garrett King,andrea83@stephens.org,White Chocolate Bar,Bars,3,8.91,15,Online Transfer,Mall Outlet,Sharon,22.72
INV1425,4/29/2025,Paula Green,curtisgregory@hotmail.com,Chocolate Truffles,Truffles,2,9.41,15,Mobile Payment,Mall Outlet,Jeffrey,16
INV1426,3/23/2025,Kara Henry,lopezcody@harrington.biz,Dark Chocolate Bar,Bars,3,20.57,15,Mobile Payment,Downtown,John,52.45
INV1427,7/11/2025,Melissa Long,hessdennis@hotmail.com,Chocolate Truffles,Bars,5,14.63,0,Cash,Mall Outlet,Colleen,73.15
INV1428,8/23/2025,Stephanie Lopez MD,lisawilliams@brown.biz,Chocolate Gift Box,Beverages,8,9.5,10,Online Transfer,Uptown,Matthew,68.4
INV1429,1/26/2026,April Rodriguez,jennifer43@brown.com,Hot Chocolate Mix,Nuts,7,16.23,15,Online Transfer,Downtown,Taylor,96.57
INV1430,8/31/2025,Geoffrey Cooper,oschmitt@hotmail.com,Hot Chocolate Mix,Bars,7,18.61,15,Mobile Payment,Downtown,James,110.73
INV1431,4/17/2025,Brenda Jackson,wreed@johnson-taylor.org,Chocolate Gift Box,Truffles,7,8.63,15,Cash,Airport Kiosk,Chad,51.35
INV1432,9/15/2025,Joshua Andrews,bernardsmith@hotmail.com,Dark Chocolate Bar,Gifts,8,11.8,0,Online Transfer,Airport Kiosk,Peter,94.4
INV1433,1/23/2026,Jeremy Lee,barbarajones@hall-smith.info,White Chocolate Bar,Bars,1,5.24,0,Credit Card,Mall Outlet,Stephanie,5.24
INV1434,9/28/2025,Michelle Delgado,ann19@myers.biz,Milk Chocolate Bar,Bars,4,6.58,5,Mobile Payment,Airport Kiosk,Maurice,25
INV1435,8/16/2025,Samuel Howell,nicholasgreen@smith.info,Dark Chocolate Bar,Beverages,6,17.83,10,Online Transfer,Airport Kiosk,Michael,96.28
INV1436,9/11/2025,Mr. Michael Flynn,kclark@hotmail.com,Milk Chocolate Bar,Nuts,9,6.58,5,Credit Card,Airport Kiosk,Alex,56.26
INV1437,1/10/2026,Paul Jones,iross@castillo.info,Chocolate Gift Box,Gifts,2,14.32,10,Online Transfer,Downtown,Carolyn,25.78
INV1438,9/9/2025,Melanie Atkinson,kford@jackson.net,Chocolate-Covered Nuts,Truffles,1,18.45,0,Credit Card,Downtown,Andrea,18.45
INV1439,3/8/2025,Eric Garcia,georgegomez@hotmail.com,Milk Chocolate Bar,Gifts,2,4.9,15,Mobile Payment,Downtown,Kylie,8.33
INV1440,10/27/2025,Cindy Compton,owilson@perez.com,White Chocolate Bar,Truffles,7,15.26,5,Online Transfer,Airport Kiosk,Donna,101.48
INV1441,1/1/2026,Michael Kent,jamesanderson@wagner.com,Chocolate-Covered Nuts,Nuts,3,8.27,15,Online Transfer,Downtown,Michael,21.09
INV1442,12/30/2025,Ashley Brown,lopezdavid@yahoo.com,Milk Chocolate Bar,Truffles,2,24.17,5,Cash,Airport Kiosk,Dana,45.92
INV1443,4/2/2025,Brian Durham,edalton@thornton-miller.info,Chocolate Gift Box,Beverages,7,13.38,0,Mobile Payment,Downtown,Brenda,93.66
INV1444,11/25/2025,Carlos Rice,kingcory@molina-bowen.com,Chocolate-Covered Nuts,Beverages,2,20.63,0,Credit Card,Downtown,Martin,41.26
INV1445,2/9/2025,Jeffery Herrera,ulewis@hotmail.com,Chocolate Gift Box,Beverages,3,14.88,0,Online Transfer,Uptown,Sandra,44.64
INV1446,7/7/2025,Michael Johnson,aaron31@peterson.net,Milk Chocolate Bar,Beverages,7,3.48,5,Online Transfer,Mall Outlet,Keith,23.14
INV1447,6/16/2025,Brian Jenkins,ruizchristina@wells-black.org,Chocolate Gift Box,Gifts,4,16.75,10,Credit Card,Airport Kiosk,Donald,60.3
INV1448,8/10/2025,Carrie Brown,ronald20@whitaker.com,White Chocolate Bar,Nuts,1,23.91,5,Mobile Payment,Uptown,Robert,22.71
INV1449,7/20/2025,Lee Shaw,corey85@hotmail.com,Milk Chocolate Bar,Truffles,5,16.04,10,Cash,Downtown,Jason,72.18
INV1450,4/27/2025,James Gamble,hawkinsregina@vargas.org,Milk Chocolate Bar,Truffles,9,20.93,5,Cash,Airport Kiosk,Michelle,178.95
INV1451,10/18/2025,Denise Jackson,fnewman@scott.com,Milk Chocolate Bar,Beverages,8,22.39,5,Online Transfer,Downtown,Joshua,170.16
INV1452,5/19/2025,Steve Rush,wallaceroger@wright.com,Dark Chocolate Bar,Beverages,9,7.63,0,Credit Card,Mall Outlet,Michael,68.67
INV1453,6/27/2025,Tyler Freeman,laurabutler@hill-hamilton.com,Dark Chocolate Bar,Bars,9,7.27,15,Online Transfer,Uptown,Nicolas,55.62
INV1454,12/11/2025,Helen West,fstone@crosby.com,Dark Chocolate Bar,Nuts,7,16.25,15,Credit Card,Mall Outlet,Megan,96.69
INV1455,12/14/2025,Megan Eaton,jamie13@hoover.org,White Chocolate Bar,Gifts,4,11.75,10,Cash,Uptown,Alexis,42.3
INV1456,2/17/2025,Melissa Clark,campbellcourtney@hotmail.com,Chocolate-Covered Nuts,Truffles,5,21.4,15,Mobile Payment,Downtown,Katherine,90.95
INV1457,3/12/2025,Randy Jacobs,balvarez@hunt.info,Chocolate Gift Box,Bars,1,22.75,5,Credit Card,Mall Outlet,Lauren,21.61
INV1458,8/30/2025,Katherine Allen,shane27@moore.com,Hot Chocolate Mix,Bars,1,10.45,5,Cash,Mall Outlet,Chloe,9.93
INV1459,12/8/2025,Christina Frye,elizabethsmith@gmail.com,Milk Chocolate Bar,Truffles,3,7.83,0,Online Transfer,Downtown,Samantha,23.49
INV1460,12/26/2025,Stephanie Gomez,smithmaurice@johnston.org,Chocolate Gift Box,Gifts,8,20.06,0,Credit Card,Mall Outlet,John,160.48
INV1461,8/13/2025,Linda Clark,nataliewest@owens.org,Milk Chocolate Bar,Bars,2,8.68,15,Mobile Payment,Airport Kiosk,Lisa,14.76
INV1462,3/25/2025,Mr. Howard Holmes,marymckenzie@webb-hampton.com,White Chocolate Bar,Bars,4,21.01,10,Online Transfer,Uptown,Karl,75.64
INV1463,3/11/2025,Jesse Yang,jerryrivera@wong.info,Milk Chocolate Bar,Nuts,2,12.03,15,Online Transfer,Uptown,Jennifer,20.45
INV1464,1/28/2026,Kevin Mendez,dbennett@hotmail.com,Dark Chocolate Bar,Gifts,5,17.52,15,Cash,Uptown,David,74.46
INV1465,3/20/2025,Daniel Ramsey,jonesanthony@osborn.com,Hot Chocolate Mix,Bars,9,4.65,15,Credit Card,Airport Kiosk,John,35.57
INV1466,6/22/2025,Isabella Mclaughlin,thompsondavid@robles.com,Chocolate Truffles,Gifts,1,16.54,15,Online Transfer,Uptown,Allison,14.06
INV1467,7/8/2025,Calvin Hughes,judyoconnor@hotmail.com,Milk Chocolate Bar,Truffles,5,12.66,5,Mobile Payment,Downtown,Peter,60.14
INV1468,5/6/2025,Susan Robinson,joelmurphy@gmail.com,Chocolate Gift Box,Beverages,9,15.7,10,Credit Card,Mall Outlet,Michael,127.17
INV1469,2/13/2025,Antonio Johnston,josephmahoney@patel.net,Dark Chocolate Bar,Bars,1,6.28,5,Mobile Payment,Airport Kiosk,Peter,5.97
INV1470,3/26/2025,Kayla Barr,cassandragarcia@gmail.com,Chocolate Truffles,Nuts,9,19.08,10,Online Transfer,Uptown,Jennifer,154.55
INV1471,4/13/2025,Henry Holmes,sarahlee@hotmail.com,Hot Chocolate Mix,Truffles,8,21.91,0,Mobile Payment,Downtown,Nicholas,175.28
INV1472,12/12/2025,Michael Bryant,ericwallace@gmail.com,Chocolate Truffles,Gifts,4,7.38,15,Cash,Mall Outlet,Devin,25.09
INV1473,8/1/2025,Michael Scott,gallagherjennifer@yahoo.com,Dark Chocolate Bar,Truffles,5,4.65,5,Mobile Payment,Mall Outlet,Charles,22.09
INV1474,1/23/2026,Lauren Mcdonald,pdavis@king.com,Chocolate-Covered Nuts,Bars,5,3.03,10,Credit Card,Airport Kiosk,Christine,13.64
INV1475,4/23/2025,Justin Lewis,ruizgina@cowan-garcia.com,Chocolate-Covered Nuts,Gifts,6,16.94,0,Mobile Payment,Airport Kiosk,Richard,101.64
INV1476,9/20/2025,Pamela Jordan,fosterdanielle@macdonald-crane.com,Chocolate Truffles,Beverages,7,16.16,0,Mobile Payment,Airport Kiosk,Chad,113.12
INV1477,5/4/2025,Richard Campbell,raybailey@gmail.com,White Chocolate Bar,Truffles,8,14.8,15,Cash,Downtown,Jeffrey,100.64
INV1478,7/16/2025,Clinton Smith,cheryljones@clay-wheeler.com,Chocolate Gift Box,Bars,8,7.72,10,Mobile Payment,Downtown,Joshua,55.58
INV1479,9/23/2025,Billy Melendez,natashagibson@washington.com,Chocolate Gift Box,Nuts,2,11.3,5,Mobile Payment,Airport Kiosk,Juan,21.47
INV1480,12/18/2025,John Pierce,kfrank@dawson.net,Chocolate Truffles,Gifts,9,15.88,15,Online Transfer,Uptown,Eric,121.48
INV1481,7/22/2025,Thomas Carr,amyphillips@strong.com,Milk Chocolate Bar,Truffles,7,13.68,5,Online Transfer,Mall Outlet,Madison,90.97
INV1482,5/16/2025,Joshua Liu,carly96@gmail.com,Milk Chocolate Bar,Truffles,4,24.73,0,Credit Card,Mall Outlet,Stephen,98.92
INV1483,5/24/2025,Krista Johnson,emilycastro@barber-melendez.com,Chocolate Gift Box,Beverages,4,5.57,5,Online Transfer,Downtown,Rebecca,21.17
INV1484,5/9/2025,John Sanchez,heatherhernandez@lyons.com,Chocolate Gift Box,Beverages,8,18.14,5,Online Transfer,Mall Outlet,Kayla,137.86
INV1485,1/9/2026,Joy Harper,nathanbrown@gmail.com,Chocolate-Covered Nuts,Nuts,4,11.6,15,Online Transfer,Uptown,Victoria,39.44
INV1486,2/26/2025,Alexandra Cook,lewischristopher@hotmail.com,White Chocolate Bar,Nuts,6,12.13,5,Online Transfer,Mall Outlet,Jessica,69.14
INV1487,1/6/2026,Misty Monroe,griffinmelissa@peck-brown.net,Dark Chocolate Bar,Bars,5,18.65,15,Cash,Downtown,Dylan,79.26
INV1488,12/6/2025,Jason Hartman,brian20@gmail.com,Milk Chocolate Bar,Bars,3,18.08,0,Online Transfer,Downtown,Gavin,54.24
INV1489,3/30/2025,Robin Chang,juanwyatt@yahoo.com,Chocolate Gift Box,Nuts,2,24.8,15,Cash,Uptown,Glenn,42.16
INV1490,10/22/2025,Peter Oconnor,tina81@smith.info,Chocolate-Covered Nuts,Nuts,9,5.39,15,Cash,Uptown,Alex,41.23
INV1491,2/22/2025,Jonathan Robinson,xcastaneda@yahoo.com,Hot Chocolate Mix,Gifts,9,4.84,10,Online Transfer,Mall Outlet,Robert,39.2
INV1492,1/5/2026,Tonya Fernandez,sowen@yahoo.com,Chocolate-Covered Nuts,Beverages,1,18.8,5,Mobile Payment,Mall Outlet,Jonathan,17.86
INV1493,3/17/2025,Matthew Price,cbrown@gmail.com,Milk Chocolate Bar,Bars,3,15.51,0,Cash,Downtown,Nathaniel,46.53
INV1494,3/29/2025,Caitlyn Wright,isabella39@yahoo.com,Milk Chocolate Bar,Beverages,8,8.67,15,Mobile Payment,Uptown,Jeremy,58.96
INV1495,2/27/2025,Heather Wood,ihill@lawrence.com,Chocolate-Covered Nuts,Beverages,6,4.29,0,Mobile Payment,Uptown,Rodney,25.74
INV1496,8/12/2025,Jesse Brown,katherinemontgomery@roberts.com,Dark Chocolate Bar,Nuts,5,4.43,10,Online Transfer,Uptown,Jennifer,19.93
INV1497,3/23/2025,Jonathan Anderson,brenda08@oliver.biz,Chocolate Truffles,Gifts,5,22.62,5,Credit Card,Mall Outlet,Leonard,107.44
INV1498,4/7/2025,Brian Miller,ganderson@hotmail.com,Milk Chocolate Bar,Truffles,6,6.82,15,Online Transfer,Uptown,Kimberly,34.78
INV1499,12/13/2025,Angel Santana,jeffreytyler@graves.com,Chocolate-Covered Nuts,Gifts,7,9.78,5,Credit Card,Downtown,Danielle,65.04
